id,lad,population,area_km2,pop_density_km2,lte_4G
DL15,E06000005,3136.0,1.9942834012038817,30171.815122254837,1
DL14,E06000005,6462.0,5.008417766840287,24755.896860717734,1
DL12,E06000005,5768.0,4.628395562215453,23911.512158204223,1
DL11,E06000005,3524.0000000000005,2.9033771135127338,23288.67118646181,1
DL38,E06000005,3497.0,4.89739161751172,13700.70947655138,1
DL30,E06000005,6754.000000000001,11.36829299378181,11399.296675801854,1
DL13,E06000005,4047.0,22.847426568084323,3398.663541044558,1
DL21,E06000005,2854.0,57.705083420607174,948.9692807632151,1
TS211,E06000005,1792.9999999999998,56.33494861144817,610.681333875385,1
DL22,E06000005,3270.0000000000005,104.04819330126898,603.0113236489251,0
WA86,E06000006,3760.0,1.6967869621515026,42351.41154388456,1
WA75,E06000006,5857.0,3.0665236336131274,36503.648264628304,1
WA89,E06000006,5052.0,3.0214366966924278,31956.35267634994,1
WA72,E06000006,7350.000000000001,4.507359492485725,31165.385616927684,1
WA87,E06000006,4597.0,3.0843859597044267,28484.798355043724,1
WA76,E06000006,6609.000000000001,4.772902321337432,26464.3095961085,1
WA84,E06000006,3259.0,3.4492740463715563,18057.766086085536,1
WA88,E06000006,5728.0,9.337006916221942,11724.725721680777,1
WA74,E06000006,4224.0,8.44887186176841,9555.040874142349,1
WA71,E06000006,3121.0,8.62920247567711,6912.425640274026,1
WA80,E06000006,1943.9999999999998,5.779855682554112,6428.1592764624065,1
L244,E06000006,473.0,3.103326136165554,2913.004026104093,1
L245,E06000006,349.0,3.963567439041625,1682.854382816938,0
WA27,E06000007,4442.0,1.4891111563734034,32585.643065221357,1
WA29,E06000007,4603.0,1.643413536822409,30596.304479032904,1
WA50,E06000007,2973.0,1.4842639062151468,21880.57052594541,1
WA13,E06000007,4930.0,2.636720859203022,20424.791108798916,1
WA41,E06000007,5379.0,2.976210329445215,19742.98355791686,1
WA58,E06000007,3132.0000000000005,1.7541436315108938,19504.34909646145,1
WA51,E06000007,6007.0,3.984130489008154,16470.202433398175,1
WA12,E06000007,1830.0,1.283293832619259,15577.574675156391,1
WA42,E06000007,5915.0,4.419439200518145,14620.507388810678,1
WA59,E06000007,2338.0,2.020881198959623,12638.006736507285,1
WA53,E06000007,5041.0,4.568067844964226,12054.772292049664,1
