,place_name,cordinates,Longitude,Latitude
0,VM9998321,"0.12763654,52.21563339",0.12763654,52.21563339
1,iCCNW,"0.12666512,52.21468735",0.12666512,52.21468735
2,iCCNW,"0.12737361,52.21469498",0.12737361,52.21469498
3,(no SSID),"0.12685496,52.21472549",0.12685496,52.21472549
4,(no SSID),"0.12675039,52.21467972",0.12675039,52.21467972
5,(no SSID),"0.12766062,52.21511841",0.12766062,52.21511841
6,csatdigital,"0.12551361,52.21553421",0.12551361,52.21553421
7,FERRY2016,"0.1280193,52.21344376",0.1280193,52.21344376
8,DrayTek_Guest,"0.12576132,52.21485901",0.12576132,52.21485901
9,MelcRouter,"0.13030568,52.2128067",0.13030568,52.2128067
10,Staff private wifi,"0.12481779,52.21583176",0.12481779,52.21583176
11,Staff private wifi,"0.12495333,52.21568298",0.12495333,52.21568298
12,SEV Demo,"0.12542261,52.21489716",0.12542261,52.21489716
13,Cambridge Light Blue,"0.12737361,52.21469498",0.12737361,52.21469498
14,Light Blue Guest,"0.12799206,52.21469498",0.12799206,52.21469498
15,Ysanne UP,"0.13160473,52.21316147",0.13160473,52.21316147
16,Ysanne UP-5G,"0.1315456,52.21292114",0.1315456,52.21292114
17,Westbrook Centre,"0.12487556,52.2159729",0.12487556,52.2159729
18,Alan Tongue's Network,"0.13059779,52.21279907",0.13059779,52.21279907
19,LCC-STD,"0.12550814,52.21478271",0.12550814,52.21478271
20,Dumbletons's ,"0.12540922,52.21485519",0.12540922,52.21485519
21,Peter Hilken's Network,"0.12798302,52.2142067",0.12798302,52.2142067
22,Dumbletons's ,"0.12542261,52.21489716",0.12542261,52.21489716
23,admin,"0.12659508,52.21472931",0.12659508,52.21472931
24,BTHub3-XSX9,"0.12656625,52.21474838",0.12656625,52.21474838
25,PLUSNET-7N6HF3,"0.12945351,52.21433258",0.12945351,52.21433258
26,jump-local,"0.12550814,52.21478271",0.12550814,52.21478271
27,(no SSID),"0.12485245,52.21593475",0.12485245,52.21593475
28,Visitor,"0.12485245,52.21593475",0.12485245,52.21593475
29,(no SSID),"0.12485245,52.21593475",0.12485245,52.21593475
30,(no SSID),"0.12477817,52.21570206",0.12477817,52.21570206
31,FERRY2016,"0.12804972,52.21323776",0.12804972,52.21323776
32,Craig-y-Don,"0.13012777,52.2134552",0.13012777,52.2134552
33,BTHub3-4WCJ,"0.12481592,52.21575928",0.12481592,52.21575928
34,BTHub3-PT3J,"0.12549968,52.21552277",0.12549968,52.21552277
35,Bread & Butter,"0.12545361,52.2149353",0.12545361,52.2149353
36,virginmedia2180572,"0.12764768,52.21567917",0.12764768,52.21567917
37,virginmedia7738123,"0.13017265,52.21281052",0.13017265,52.21281052
38,BTHub3-TS96,"0.12375204,52.21693039",0.12375204,52.21693039
39,eaglelabsToYou,"0.12540922,52.21485519",0.12540922,52.21485519
40,EagleLabs-wifi,"0.12545361,52.2149353",0.12545361,52.2149353
41,EagleLabs-wifi,"0.12554169,52.21499252",0.12554169,52.21499252
42,BTBHub6-T3KM,"0.12723576,52.21470261",0.12723576,52.21470261
43,BTBHub6-T3KM,"0.12685496,52.21472549",0.12685496,52.21472549
44,BTBHub6-X7WM,"0.13038734,52.21458817",0.13038734,52.21458817
45,BTBHub6-X7WM,"0.13047303,52.21459961",0.13047303,52.21459961
46,BTBHub6-R97R,"0.12832287,52.21430969",0.12832287,52.21430969
47,BTBHub6-R97R,"0.12889676,52.21442413",0.12889676,52.21442413
48,TALKTALK70A1C9_Ext,"0.12969337,52.21447372",0.12969337,52.21447372
49,BTHub3-QQKK,"0.13008769,52.21321869",0.13008769,52.21321869
50,COSTA,"0.12488051,52.21599197",0.12488051,52.21599197
51,(no SSID),"0.12731445,52.21468353",0.12731445,52.21468353
52,(no SSID),"0.12666512,52.21468735",0.12666512,52.21468735
53,(no SSID),"0.12545361,52.2149353",0.12545361,52.2149353
54,(no SSID),"0.12766062,52.21511841",0.12766062,52.21511841
55,(no SSID),"0.12565368,52.21508408",0.12565368,52.21508408
56,(no SSID),"0.12540922,52.21485519",0.12540922,52.21485519
57,Ysanne UPa,"0.13102625,52.21277618",0.13102625,52.21277618
58,Hamiltons-11,"0.12798302,52.2142067",0.12798302,52.2142067
59,BTWiFi,"0.12653036,52.21475983",0.12653036,52.21475983
60,DIRECT-F9-HP OfficeJet 5200,"0.12794811,52.21473694",0.12794811,52.21473694
61,BTWifi-with-FON,"0.13012777,52.2134552",0.13012777,52.2134552
62,BTWifi-with-FON,"0.12480141,52.21578979",0.12480141,52.21578979
63,BTWiFi,"0.1251623,52.21556473",0.1251623,52.21556473
64,(no SSID),"0.12634642,52.21486282",0.12634642,52.21486282
65,BTWi-fi,"0.12379159,52.21688843",0.12379159,52.21688843
66,BTWi-fi,"0.12685496,52.21472549",0.12685496,52.21472549
67,BTWi-fi,"0.12723576,52.21470261",0.12723576,52.21470261
68,BTWi-fi,"0.13038734,52.21458817",0.13038734,52.21458817
69,BTWi-fi,"0.13047303,52.21459961",0.13047303,52.21459961
70,BTWi-fi,"0.12889676,52.21442413",0.12889676,52.21442413
71,BTWi-fi,"0.12832287,52.21430969",0.12832287,52.21430969
72,BTWifi-with-FON,"0.13008769,52.21321869",0.13008769,52.21321869
73,StCatharinesCollegeWireless,"0.12945351,52.21433258",0.12945351,52.21433258
74,StCatharinesCollegeWireless,"0.12772419,52.21476364",0.12772419,52.21476364
75,admin,"0.12971266,52.21435928",0.12971266,52.21435928
76,admin,"0.12675039,52.21467972",0.12675039,52.21467972
77,Thinkware_03,"0.12594061,52.21604919",0.12594061,52.21604919
78,BT-WFA589,"0.12279421,52.21688843",0.12279421,52.21688843
79,BT-WFA589,"0.12284113,52.21657181",0.12284113,52.21657181
80,BT-KZA5Z7,"0.12249793,52.21656418",0.12249793,52.21656418
81,BT-H9A5FM,"0.12316419,52.21690369",0.12316419,52.21690369
82,BT-H9A5FM,"0.12284113,52.21657181",0.12284113,52.21657181
83,BT-2TA8NT,"0.13021022,52.21372986",0.13021022,52.21372986
84,BT-2TA8NT,"0.1302266,52.21379089",0.1302266,52.21379089
85,BTWholeHome-9NR,"0.12308263,52.21674347",0.12308263,52.21674347
86,BTWholeHome-9NR,"0.12279421,52.21688843",0.12279421,52.21688843
87,BTWholeHome-9NR,"0.12279421,52.21688843",0.12279421,52.21688843
88,BTWholeHome-9NR,"0.12279421,52.21688843",0.12279421,52.21688843
89,BT-9ZA8W3,"0.13022596,52.21384811",0.13022596,52.21384811
90,BT-9ZA8W3,"0.13021022,52.21372986",0.13021022,52.21372986
91,BT-G9A85G,"0.13046335,52.21279526",0.13046335,52.21279526
92,BT-2TA8NT,"0.13021022,52.21372986",0.13021022,52.21372986
93,(no SSID),"0.12486831,52.21589661",0.12486831,52.21589661
94,(no SSID),"0.12796187,52.21472549",0.12796187,52.21472549
95,The Co-operative Staff,"0.12675039,52.21467972",0.12675039,52.21467972
96,The Co-operative Staff,"0.12539592,52.21481705",0.12539592,52.21481705
97,The Co-operative Staff,"0.12766062,52.21511841",0.12766062,52.21511841
98,(no SSID),"0.12571704,52.21528244",0.12571704,52.21528244
99,The Co-operative Staff,"0.12685496,52.21472549",0.12685496,52.21472549
100,The Co-operative Staff,"0.12666512,52.21468735",0.12666512,52.21468735
101,The Co-operative Staff,"0.12545361,52.2149353",0.12545361,52.2149353
102,The Co-operative Staff,"0.12766062,52.21511841",0.12766062,52.21511841
103,The Co-operative Staff,"0.12565368,52.21508408",0.12565368,52.21508408
104,The Co-operative Staff,"0.12539592,52.21481705",0.12539592,52.21481705
105,(no SSID),"0.12916252,52.21444321",0.12916252,52.21444321
106,(no SSID),"0.12785512,52.21484756",0.12785512,52.21484756
107,Hamiltons-6,"0.12963881,52.21445465",0.12963881,52.21445465
108,Hamiltons-8,"0.12977099,52.2143631",0.12977099,52.2143631
109,Nelson-01,"0.12666512,52.21468735",0.12666512,52.21468735
110,margaret robins's Guest Network,"0.12772419,52.21476364",0.12772419,52.21476364
111,(no SSID),"0.12634642,52.21486282",0.12634642,52.21486282
112,(no SSID),"0.12628958,52.21489334",0.12628958,52.21489334
113,(no SSID),"0.12279421,52.21688843",0.12279421,52.21688843
114,(no SSID),"0.12278407,52.21689606",0.12278407,52.21689606
115,(no SSID),"0.12279421,52.21688843",0.12279421,52.21688843
116,(no SSID),"0.1302266,52.21379089",0.1302266,52.21379089
117,ORBI31,"0.12480141,52.21578979",0.12480141,52.21578979
118,(no SSID),"0.12480141,52.21578979",0.12480141,52.21578979
119,ORBI31,"0.12488426,52.2157135",0.12488426,52.2157135
120,(no SSID),"0.12480141,52.21578979",0.12480141,52.21578979
121,(no SSID),"0.12690392,52.21598816",0.12690392,52.21598816
122,mwlan-5G,"0.12797762,52.21399307",0.12797762,52.21399307
123,mwlan-2G,"0.12799625,52.21381378",0.12799625,52.21381378
124,VM099675-2G,"0.12758866,52.21593475",0.12758866,52.21593475
125,VM738459-2G,"0.13169709,52.21450424",0.13169709,52.21450424
126,VM738459-5G,"0.13174061,52.21445084",0.13174061,52.21445084
127,BTHub6-23CT,"0.13175398,52.21439362",0.13175398,52.21439362
128,BTHub6-23CT,"0.13177945,52.2142868",0.13177945,52.2142868
129,Co-op Customer Free Wi-Fi,"0.12737361,52.21469498",0.12737361,52.21469498
130,(no SSID),"0.12675039,52.21467972",0.12675039,52.21467972
131,Co-op Customer Free Wi-Fi,"0.12539592,52.21481705",0.12539592,52.21481705
132,(no SSID),"0.12774958,52.21503067",0.12774958,52.21503067
133,(no SSID),"0.12542261,52.21489716",0.12542261,52.21489716
134,Co-op Customer Free Wi-Fi,"0.12731445,52.21468353",0.12731445,52.21468353
135,Co-op Customer Free Wi-Fi,"0.12680501,52.21469879",0.12680501,52.21469879
136,Co-op Customer Free Wi-Fi,"0.12542261,52.21489716",0.12542261,52.21489716
137,Co-op Customer Free Wi-Fi,"0.12766062,52.21511841",0.12766062,52.21511841
138,Co-op Customer Free Wi-Fi,"0.12565368,52.21508408",0.12565368,52.21508408
139,Co-op Customer Free Wi-Fi,"0.12539592,52.21481705",0.12539592,52.21481705
140,(no SSID),"0.12878893,52.21379852",0.12878893,52.21379852
141,(no SSID),"0.13175398,52.21439362",0.13175398,52.21439362
142,CML Guest,"0.12489156,52.21605682",0.12489156,52.21605682
143,CML Guest,"0.12487556,52.2159729",0.12487556,52.2159729
144,CML Guest,"0.12489156,52.21605682",0.12489156,52.21605682
145,CML Guest,"0.12489444,52.21602249",0.12489444,52.21602249
146,CML Guest,"0.12485245,52.21593475",0.12485245,52.21593475
147,BTWifi-with-FON,"0.13177945,52.2142868",0.13177945,52.2142868
148,BTWifi-X,"0.13177945,52.2142868",0.13177945,52.2142868
149,BTWifi-with-FON,"0.13175398,52.21439362",0.13175398,52.21439362
150,sf-guest,"0.12480529,52.21580887",0.12480529,52.21580887
151,Sarra's Wi-Fi Network,"0.12640093,52.21483994",0.12640093,52.21483994
152,BTHub3-G44R,"0.13164842,52.21338272",0.13164842,52.21338272
153,BTHub3-G44R_5G,"0.13164842,52.21338272",0.13164842,52.21338272
154,CML,"0.12489156,52.21605682",0.12489156,52.21605682
155,CML,"0.12489444,52.21602249",0.12489444,52.21602249
156,BT-5QA33Z,"0.13086233,52.21466064",0.13086233,52.21466064
157,BT-5KA55W,"0.12255294,52.21662903",0.12255294,52.21662903
158,SKY5EB85,"0.1315888,52.21310806",0.1315888,52.21310806
159,ORBI31,"0.12480585,52.2166214",0.12480585,52.2166214
160,ORBI31,"0.12495818,52.21567154",0.12495818,52.21567154
161,(no SSID),"0.12685496,52.21472549",0.12685496,52.21472549
162,(no SSID),"0.12666512,52.21468735",0.12666512,52.21468735
163,(no SSID),"0.12653036,52.21475983",0.12653036,52.21475983
164,(no SSID),"0.12764536,52.2151413",0.12764536,52.2151413
165,(no SSID),"0.12565368,52.21508408",0.12565368,52.21508408
166,CML,"0.12489156,52.21605682",0.12489156,52.21605682
167,CML,"0.12486831,52.21589661",0.12486831,52.21589661
168,Cody,"0.1230974,52.21678925",0.1230974,52.21678925
169,test,"0.13129756,52.21469116",0.13129756,52.21469116
170,test,"0.13169709,52.21450424",0.13169709,52.21450424
171,DIRECT-C1-HP DeskJet 2600 series,"0.13022596,52.21384811",0.13022596,52.21384811
172,VM1196509_2GEXT,"0.12570138,52.21518707",0.12570138,52.21518707
173,(no SSID),"0.12293344,52.21660233",0.12293344,52.21660233
174,(no SSID),"0.12481779,52.21583176",0.12481779,52.21583176
175,(no SSID),"0.12480529,52.21580887",0.12480529,52.21580887
176,BTOpenzone-B,"0.12536255,52.21553421",0.12536255,52.21553421
177,DIRECT-NU-BRAVIA,"0.12874795,52.21349335",0.12874795,52.21349335
178,NETGEAR55_2GEXT,"0.12567374,52.21541595",0.12567374,52.21541595
179,VM0241646,"0.12767401,52.21586227",0.12767401,52.21586227
180,TheOldSpring,"0.1281254,52.21436691",0.1281254,52.21436691
181,Signet-1,"0.12962288,52.2143631",0.12962288,52.2143631
182,Nelson-07,"0.12666512,52.21468735",0.12666512,52.21468735
183,TALKTALK03F043,"0.1256208,52.2154541",0.1256208,52.2154541
184,TALKTALK082D2B,"0.12917352,52.21431732",0.12917352,52.21431732
185,BTHub6-M2RH,"0.12881663,52.21418381",0.12881663,52.21418381
186,BTHub6-M2RH,"0.12884067,52.21429062",0.12884067,52.21429062
187,VM7119395,"0.12878181,52.21368027",0.12878181,52.21368027
188,VM7119395,"0.12878507,52.21374893",0.12878507,52.21374893
189,VM0795579,"0.12900633,52.21442795",0.12900633,52.21442795
190,VM0795579,"0.12963881,52.21445465",0.12963881,52.21445465
191,VM1794293,"0.12767401,52.21586227",0.12767401,52.21586227
192,VM5574447,"0.12549968,52.21552277",0.12549968,52.21552277
193,VM5574447,"0.12543096,52.21551895",0.12543096,52.21551895
194,VM1693244,"0.12609798,52.21489716",0.12609798,52.21489716
195,VM1693244,"0.12723576,52.21470261",0.12723576,52.21470261
196,VM5104915,"0.12799665,52.21367645",0.12799665,52.21367645
197,K16,"0.13019186,52.21362305",0.13019186,52.21362305
198,K16,"0.13017257,52.21357346",0.13017257,52.21357346
199,VM2598425,"0.12690392,52.21598816",0.12690392,52.21598816
200,VM2598425,"0.12690392,52.21598816",0.12690392,52.21598816
201,VM6384003,"0.13026343,52.2141304",0.13026343,52.2141304
202,VM6384003,"0.13023984,52.21396255",0.13023984,52.21396255
203,VM4241047,"0.12879419,52.21395493",0.12879419,52.21395493
204,VM4241047,"0.12878507,52.21374893",0.12878507,52.21374893
205,VM7242169,"0.12760632,52.21539307",0.12760632,52.21539307
206,VM7242169,"0.12781973,52.21495056",0.12781973,52.21495056
207,VM5214696,"0.12986559,52.21450424",0.12986559,52.21450424
208,VM5214696,"0.13002488,52.21451569",0.13002488,52.21451569
209,VM1522443,"0.12909812,52.21443939",0.12909812,52.21443939
210,VM1522443,"0.12909812,52.21443939",0.12909812,52.21443939
211,VM0283425,"0.12814318,52.21431732",0.12814318,52.21431732
212,VM0283425,"0.12799764,52.21427155",0.12799764,52.21427155
213,VM3558402,"0.13005266,52.21281815",0.13005266,52.21281815
214,VM3558402,"0.13001502,52.21295166",0.13001502,52.21295166
215,VM3482180,"0.12874156,52.21440506",0.12874156,52.21440506
216,VM3482180,"0.12916252,52.21444321",0.12916252,52.21444321
217,VM6401984,"0.13177496,52.21412277",0.13177496,52.21412277
218,VM7296474,"0.12876859,52.21358109",0.12876859,52.21358109
219,VM7296474,"0.12874795,52.21349335",0.12874795,52.21349335
220,VM1564278,"0.12879704,52.21401215",0.12879704,52.21401215
221,VM1564278,"0.12880999,52.21411896",0.12880999,52.21411896
222,VM0806780,"0.12570158,52.21483612",0.12570158,52.21483612
223,VM6606062,"0.12766062,52.21511841",0.12766062,52.21511841
224,VM6606062,"0.12766062,52.21511841",0.12766062,52.21511841
225,VM9289481,"0.12570158,52.21483612",0.12570158,52.21483612
226,VM9289481,"0.12550814,52.21478271",0.12550814,52.21478271
227,Royale Baerli Academy,"0.1275022,52.2159462",0.1275022,52.2159462
228,Royale Baerli Academy,"0.12690392,52.21598816",0.12690392,52.21598816
229,VM0224858,"0.13008018,52.21435547",0.13008018,52.21435547
230,VM0224858,"0.12925839,52.21446228",0.12925839,52.21446228
231,VM8303767,"0.13175398,52.21439362",0.13175398,52.21439362
232,VM8303767,"0.13175398,52.21439362",0.13175398,52.21439362
233,VM1173041,"0.13164842,52.21338272",0.13164842,52.21338272
234,VM1173041,"0.13168575,52.21348572",0.13168575,52.21348572
235,VM4087554,"0.12570138,52.21518707",0.12570138,52.21518707
236,VM4087554,"0.12570138,52.21518707",0.12570138,52.21518707
237,VM5193731,"0.12557627,52.21549225",0.12557627,52.21549225
238,VM5193731,"0.12549968,52.21552277",0.12549968,52.21552277
239,Midwinter Palace,"0.13015829,52.21454239",0.13015829,52.21454239
240,Midwinter Palace,"0.13015829,52.21454239",0.13015829,52.21454239
241,32 Pretoria,"0.12874795,52.21349335",0.12874795,52.21349335
242,32 Pretoria,"0.12874778,52.21343994",0.12874778,52.21343994
243,VM4469534,"0.12619847,52.2160759",0.12619847,52.2160759
244,VM4469534,"0.12557627,52.21549225",0.12557627,52.21549225
245,BTHub5-S3CJ,"0.13026392,52.21418381",0.13026392,52.21418381
246,BTHub5-S3CJ,"0.13026392,52.21418381",0.13026392,52.21418381
247,UniOfCam,"0.12842526,52.21316147",0.12842526,52.21316147
248,eduroam,"0.12809378,52.21320724",0.12809378,52.21320724
249,UniOfCam,"0.12809378,52.21320724",0.12809378,52.21320724
250,EXT2-OS internal,"0.12803166,52.21457291",0.12803166,52.21457291
251,EXT5-OS internal,"0.12709805,52.21477509",0.12709805,52.21477509
252,EXT2-vodafone9643B3,"0.13177496,52.21412277",0.13177496,52.21412277
253,TALKTALKD197E9,"0.12656625,52.21474838",0.12656625,52.21474838
254,TALKTALKD197E9,"0.12640093,52.21483994",0.12640093,52.21483994
255,BTHub6-M2RH,"0.12794811,52.21473694",0.12794811,52.21473694
256,interweb,"0.13005804,52.21315765",0.13005804,52.21315765
257,NETWORK47,"0.13175398,52.21439362",0.13175398,52.21439362
258,NETWORK47,"0.13175398,52.21439362",0.13175398,52.21439362
259,TALKTALK082D2B,"0.12909812,52.21443939",0.12909812,52.21443939
260,TALKTALK03F043,"0.12549968,52.21552277",0.12549968,52.21552277
261,BTWifi-with-FON,"0.12884067,52.21429062",0.12884067,52.21429062
262,BTWifi-X,"0.12884067,52.21429062",0.12884067,52.21429062
263,BTWifi-with-FON,"0.12881663,52.21418381",0.12881663,52.21418381
264,(no SSID),"0.12542261,52.21489716",0.12542261,52.21489716
265,(no SSID),"0.12481592,52.21575928",0.12481592,52.21575928
266,(no SSID),"0.13144472,52.21470261",0.13144472,52.21470261
267,(no SSID),"0.13175398,52.21439362",0.13175398,52.21439362
268,Kourieh,"0.1295158,52.21442795",0.1295158,52.21442795
269,Kourieh - Guest,"0.1295158,52.21442795",0.1295158,52.21442795
270,VM2669971,"0.12771378,52.21508026",0.12771378,52.21508026
271,VM1892183,"0.12609798,52.21489716",0.12609798,52.21489716
272,VodafoneConnect05445959,"0.12675039,52.21467972",0.12675039,52.21467972
273,VodafoneConnect05445959,"0.12685496,52.21472549",0.12685496,52.21472549
274,VodafoneConnect56600755,"0.13062777,52.21463394",0.13062777,52.21463394
275,VodafoneConnect56600755,"0.13071994,52.21463394",0.13071994,52.21463394
276,BUK-Stores,"0.12675039,52.21467972",0.12675039,52.21467972
277,BUK-Corporate,"0.12685496,52.21472549",0.12685496,52.21472549
278,BUK-Partners,"0.12675039,52.21467972",0.12675039,52.21467972
279,BUK-Partners,"0.12685496,52.21472549",0.12685496,52.21472549
280,BUK-Corporate,"0.12685496,52.21472549",0.12685496,52.21472549
281,BUK-Stores,"0.12685496,52.21472549",0.12685496,52.21472549
282,(no SSID),"0.13129756,52.21469116",0.13129756,52.21469116
283,(no SSID),"0.13144472,52.21470261",0.13144472,52.21470261
284,VM232260-5G,"0.12881663,52.21418381",0.12881663,52.21418381
285,Majorca-5G,"0.1262479,52.21489716",0.1262479,52.21489716
286,VM232260-2G,"0.12882337,52.21423721",0.12882337,52.21423721
287,Majorca,"0.12592177,52.21488953",0.12592177,52.21488953
288,VM211546-5G,"0.13175271,52.21389008",0.13175271,52.21389008
289,VM850577-2G,"0.1315276,52.21281433",0.1315276,52.21281433
290,VM211546-2G,"0.13176638,52.21407318",0.13176638,52.21407318
291,SKY3730F,"0.1316658,52.21343231",0.1316658,52.21343231
292,vodafone9643B3,"0.13151652,52.21466446",0.13151652,52.21466446
293,TheNightIsYoungAndFullOfTerrors,"0.1263153,52.21607208",0.1263153,52.21607208
294,K&K,"0.12554169,52.21499252",0.12554169,52.21499252
295,(no SSID),"0.1261704,52.21490097",0.1261704,52.21490097
296,vodafone9643B3,"0.13177496,52.21412277",0.13177496,52.21412277
297,TheNightIsYoungAndFullOfTerrors,"0.12536255,52.21553421",0.12536255,52.21553421
298,BTHub5-S35Q,"0.12659508,52.21472931",0.12659508,52.21472931
299,BTHub5-S35Q,"0.12656625,52.21474838",0.12656625,52.21474838
300,BT-WFZT,"0.12646112,52.21480179",0.12646112,52.21480179
301,PLUSNET-KNXF8Q,"0.13175817,52.21377182",0.13175817,52.21377182
302,BTHub6-W7RT,"0.12376552,52.21678925",0.12376552,52.21678925
303,22 Lillywhite Drive,"0.12311698,52.21666336",0.12311698,52.21666336
304,22 Lillywhite Drive,"0.12333895,52.21673203",0.12333895,52.21673203
305,Closed,"0.1263153,52.21607208",0.1263153,52.21607208
306,SentecStaff,"0.12383887,52.21683884",0.12383887,52.21683884
307,sCorp,"0.12398449,52.21667099",0.12398449,52.21667099
308,SKYF4CEF,"0.13030568,52.2128067",0.13030568,52.2128067
309,SKYF4CEF,"0.13013141,52.21281052",0.13013141,52.21281052
310,LUCI 1,"0.12568732,52.21513748",0.12568732,52.21513748
311,LUCI 1,"0.12568732,52.21513748",0.12568732,52.21513748
312,SKY0FA6B,"0.12495818,52.21567154",0.12495818,52.21567154
313,SKY0FA6B,"0.12524731,52.21554947",0.12524731,52.21554947
314,SKY019C7,"0.13025475,52.21435547",0.13025475,52.21435547
315,SKY019C7,"0.13002488,52.21451569",0.13002488,52.21451569
316,52KR,"0.13017265,52.21281052",0.13017265,52.21281052
317,52KR,"0.13017265,52.21281052",0.13017265,52.21281052
318,52KR,"0.13005266,52.21281815",0.13005266,52.21281815
319,52KR,"0.13000238,52.21298981",0.13000238,52.21298981
320,52KR,"0.13001502,52.21295166",0.13001502,52.21295166
321,52KR,"0.13057302,52.21279907",0.13057302,52.21279907
322,52KR,"0.13059779,52.21279907",0.13059779,52.21279907
323,22 Lillywhite Drive (Guest),"0.12302355,52.21662903",0.12302355,52.21662903
324,22 Lillywhite Drive (Guest),"0.12302355,52.21662903",0.12302355,52.21662903
325,(no SSID),"0.12962288,52.2143631",0.12962288,52.2143631
326,Signet-1,"0.12666512,52.21468735",0.12666512,52.21468735
327,(no SSID),"0.12971266,52.21435928",0.12971266,52.21435928
328,BTWi-fi,"0.12646112,52.21480179",0.12646112,52.21480179
329,BTWifi-with-FON,"0.12646112,52.21480179",0.12646112,52.21480179
330,BTWifi-X,"0.12646112,52.21480179",0.12646112,52.21480179
331,Comms,"0.12619847,52.2160759",0.12619847,52.2160759
332,Post_Office_545D_5GEXT,"0.12675039,52.21467972",0.12675039,52.21467972
333,Post_Office_545D_2GEXT,"0.12675039,52.21467972",0.12675039,52.21467972
334,MSH OS,"0.12798283,52.21359253",0.12798283,52.21359253
335,Virgin Media,"0.12878181,52.21368027",0.12878181,52.21368027
336,Virgin Media,"0.12909812,52.21443939",0.12909812,52.21443939
337,Virgin Media,"0.12758866,52.21593475",0.12758866,52.21593475
338,Virgin Media,"0.12577944,52.21600342",0.12577944,52.21600342
339,Virgin Media,"0.12653036,52.21475983",0.12653036,52.21475983
340,Virgin Media,"0.13010362,52.21334839",0.13010362,52.21334839
341,Virgin Media,"0.13026392,52.21418381",0.13026392,52.21418381
342,Virgin Media,"0.12878893,52.21379852",0.12878893,52.21379852
343,Virgin Media,"0.12609798,52.21489716",0.12609798,52.21489716
344,Virgin Media,"0.12760632,52.21539307",0.12760632,52.21539307
345,Virgin Media,"0.12994426,52.21450424",0.12994426,52.21450424
346,Virgin Media,"0.12909812,52.21443939",0.12909812,52.21443939
347,Virgin Media,"0.12799764,52.21427155",0.12799764,52.21427155
348,Virgin Media,"0.13001546,52.21306992",0.13001546,52.21306992
349,VM-guest4821803,"0.12957658,52.21443558",0.12957658,52.21443558
350,Virgin Media,"0.13175899,52.2139473",0.13175899,52.2139473
351,Virgin Media,"0.12874778,52.21343994",0.12874778,52.21343994
352,Virgin Media,"0.12879345,52.21405411",0.12879345,52.21405411
353,Virgin Media,"0.12570158,52.21483612",0.12570158,52.21483612
354,Virgin Media,"0.12766062,52.21511841",0.12766062,52.21511841
355,Virgin Media,"0.1275022,52.2159462",0.1275022,52.2159462
356,Virgin Media,"0.12874156,52.21440506",0.12874156,52.21440506
357,Virgin Media,"0.13175398,52.21439362",0.13175398,52.21439362
358,Virgin Media,"0.13168575,52.21348572",0.13168575,52.21348572
359,Virgin Media,"0.12876859,52.21358109",0.12876859,52.21358109
360,Virgin Media,"0.12557627,52.21549225",0.12557627,52.21549225
361,Virgin Media,"0.13015829,52.21454239",0.13015829,52.21454239
362,Virgin Media,"0.12874854,52.21332169",0.12874854,52.21332169
363,Virgin Media,"0.12549968,52.21552277",0.12549968,52.21552277
364,DIRECT-c9-HP M377 LaserJet,"0.1248485,52.21654892",0.1248485,52.21654892
365,DIRECT-3b-HP M277 LaserJet,"0.13174856,52.2137146",0.13174856,52.2137146
366,(no SSID),"0.13001502,52.21295166",0.13001502,52.21295166
367,(no SSID),"0.13030568,52.2128067",0.13030568,52.2128067
368,(no SSID),"0.13001546,52.21306992",0.13001546,52.21306992
369,Kenner,"0.1315276,52.21281433",0.1315276,52.21281433
370,moenkopi5,"0.12767401,52.21586227",0.12767401,52.21586227
371,moenkopi,"0.12764768,52.21567917",0.12764768,52.21567917
372,virginmedia5264084,"0.13171753,52.21363449",0.13171753,52.21363449
373,Police surveillance van # 5,"0.13026343,52.2141304",0.13026343,52.2141304
374,Ashley02,"0.12782808,52.21475983",0.12782808,52.21475983
375,Ashley02,"0.12782808,52.21475983",0.12782808,52.21475983
376,BTBHub6-W5MS,"0.12675039,52.21467972",0.12675039,52.21467972
377,BTBHub6-W5MS,"0.12584592,52.21487045",0.12584592,52.21487045
378,TNCAP2E1DD3,"0.13017446,52.21435165",0.13017446,52.21435165
379,56DeFreville_2Ghz,"0.1315456,52.21292114",0.1315456,52.21292114
380,devolo-30d32d66f77f,"0.12685496,52.21472549",0.12685496,52.21472549
381,VM2463378,"0.13086233,52.21466064",0.13086233,52.21466064
382,BTWi-fi,"0.12782808,52.21475983",0.12782808,52.21475983
383,BTWi-fi,"0.12782808,52.21475983",0.12782808,52.21475983
384,BTWi-fi,"0.12584592,52.21487045",0.12584592,52.21487045
385,56DeFreville_5Ghz,"0.13157168,52.21304321",0.13157168,52.21304321
386,DIRECT-xyM2020 Series,"0.13168831,52.21353531",0.13168831,52.21353531
387,BTHub3-5PSF,"0.13005266,52.21281815",0.13005266,52.21281815
388,BTHub5-NXR3,"0.1284533,52.21434784",0.1284533,52.21434784
389,BTHub5-NXR3,"0.12874156,52.21440506",0.12874156,52.21440506
390,(no SSID),"0.12656625,52.21474838",0.12656625,52.21474838
391,Resident,"0.1263153,52.21607208",0.1263153,52.21607208
392,UniOfCam,"0.12691924,52.21474457",0.12691924,52.21474457
393,eduroam,"0.12842526,52.21316147",0.12842526,52.21316147
394,UniOfCam,"0.12842526,52.21316147",0.12842526,52.21316147
395,(no SSID),"0.12842526,52.21316147",0.12842526,52.21316147
